files,chunks,candidates,clones,statusUpdates,timestamp
109000,18211863,0,24961,7,15135,
109000,18211863,0,24961,7,15143,
109000,18211863,0,24961,7,15152,
109000,18211863,0,24961,7,15161,
109000,18211863,0,24961,7,15170,
109000,18211863,0,24961,7,15179,
109000,18211863,0,24961,7,15187,
109000,18211863,0,24961,7,15196,
109000,18211863,0,24961,7,15205,
109000,18211863,0,24961,7,15214,
109000,18211863,0,24961,7,15223,
109000,18211863,0,24961,7,15232,
109000,18211863,0,24961,7,15241,
109000,18211863,0,24961,7,15250,
109000,18211863,0,24961,7,15259,
109000,18211863,0,24961,7,15267,
109000,18211863,0,24961,7,15276,
109000,18211863,0,24961,7,15285,
109000,18211863,0,24961,7,15294,
109000,18211863,0,24961,7,15303,
109000,18211863,0,24961,7,15312,
109000,18211863,0,24961,7,15320,
109000,18211863,0,24961,7,15329,
109000,18211863,0,24961,7,15338,
109000,18211863,0,24961,7,15347,
109000,18211863,0,24961,7,15356,
109000,18211863,0,24961,7,15365,
109000,18211863,0,24961,7,15374,
109000,18211863,0,24961,7,15383,
109000,18211863,0,24961,7,15392,
109000,18211863,0,24961,7,15401,
109000,18211863,0,24961,7,15410,
109000,18211863,0,24961,7,15419,
109000,18211863,0,24961,7,15428,
109000,18211863,0,24961,7,15437,
109000,18211863,0,24961,7,15446,
109000,18211863,0,24961,7,15455,
109000,18211863,0,24961,7,15463,
109000,18211863,0,24961,7,15472,
109000,18211863,0,24961,7,15481,
109000,18211863,0,24961,7,15490,
109000,18211863,0,24961,7,15499,
109000,18211863,0,24961,7,15508,
109000,18211863,0,24961,7,15517,
109000,18211863,0,24961,7,15526,
109000,18211863,0,24961,7,15535,
109000,18211863,0,24961,7,15544,
109000,18211863,0,24961,7,15552,
109000,18211863,0,24961,7,15561,
109000,18211863,0,24961,7,15570,
109000,18211863,0,24961,7,15579,
109000,18211863,0,24961,7,15588,
109000,18211863,0,24961,7,15596,
109000,18211863,0,24961,7,15605,
109000,18211863,0,24961,7,15614,
109000,18211863,0,24961,7,15623,
109000,18211863,0,24961,7,15632,
109000,18211863,0,24961,7,15641,
109000,18211863,0,24961,7,15650,
109000,18211863,0,24961,7,15659,
109000,18211863,0,24961,7,15667,
109000,18211863,0,24961,7,15676,
109000,18211863,0,24961,7,15685,
109000,18211863,0,24961,7,15694,
109000,18211863,0,24961,7,15703,
109000,18211863,0,24961,7,15712,
109000,18211863,0,24961,7,15721,
109000,18211863,0,24961,7,15730,
109000,18211863,0,24961,7,15738,
109000,18211863,0,24961,7,15747,
109000,18211863,0,24961,7,15756,
109000,18211863,0,24961,7,15765,
109000,18211863,0,24961,7,15774,
109000,18211863,0,24961,7,15783,
109000,18211863,0,24961,7,15792,
109000,18211863,0,24961,7,15801,
109000,18211863,0,24961,7,15810,
109000,18211863,0,24961,7,15819,
109000,18211863,0,24961,7,15828,
109000,18211863,0,24961,7,15837,
109000,18211863,0,24961,7,15846,
109000,18211863,0,24961,7,15854,
109000,18211863,0,24961,7,15863,
109000,18211863,0,24961,7,15873,
109000,18211863,0,24961,7,15881,
109000,18211863,0,24961,7,15890,
109000,18211863,0,24961,7,15899,
109000,18211863,0,24961,7,15908,
109000,18211863,0,24961,7,15917,
109000,18211863,0,24961,7,15926,
109000,18211863,0,24961,7,15935,
109000,18211863,0,24961,7,15944,
109000,18211863,0,24961,7,15953,
109000,18211863,0,24961,7,15961,
109000,18211863,0,24961,7,15970,
109000,18211863,0,24961,7,15979,
109000,18211863,0,24961,7,15988,
109000,18211863,0,24961,7,15997,
109000,18211863,0,24961,7,16005,
109000,18211863,0,24961,7,16014,
109000,18211863,0,24961,7,16023,
109000,18211863,0,24961,7,16032,
109000,18211863,0,24961,7,16041,
109000,18211863,0,24961,7,16050,
109000,18211863,0,24961,7,16058,
109000,18211863,0,24961,7,16067,
109000,18211863,0,24961,7,16076,
109000,18211863,0,24961,7,16085,
109000,18211863,0,24961,7,16094,
109000,18211863,0,24961,7,16103,
109000,18211863,0,24961,7,16112,
109000,18211863,0,24961,7,16120,
109000,18211863,0,24961,7,16129,
109000,18211863,0,24961,7,16138,
109000,18211863,0,24961,7,16147,
109000,18211863,0,24961,7,16156,
109000,18211863,0,24961,7,16165,
109000,18211863,0,24961,7,16174,
109000,18211863,0,24961,7,16183,
109000,18211863,0,24961,7,16192,
109000,18211863,0,24961,7,16200,
109000,18211863,0,24961,7,16209,
109000,18211863,0,24961,7,16218,
109000,18211863,0,24961,7,16227,
109000,18211863,0,24961,7,16236,
109000,18211863,0,24961,7,16245,
109000,18211863,0,24961,7,16254,
109000,18211863,0,24961,7,16263,
109000,18211863,0,24961,7,16272,
109000,18211863,0,24961,7,16281,
109000,18211863,0,24961,7,16289,
109000,18211863,0,24961,7,16298,
109000,18211863,0,24961,7,16307,
109000,18211863,0,24961,7,16316,
109000,18211863,0,24961,7,16325,
109000,18211863,0,24961,7,16334,
109000,18211863,0,24961,7,16343,
109000,18211863,0,24961,7,16352,
109000,18211863,0,24961,7,16361,
109000,18211863,0,24961,7,16369,
109000,18211863,0,24961,7,16378,
109000,18211863,0,24961,7,16387,
109000,18211863,0,24961,7,16396,
109000,18211863,0,24961,7,16405,
109000,18211863,0,24961,7,16414,
109000,18211863,0,24961,7,16422,
109000,18211863,0,24961,7,16431,
109000,18211863,0,24961,7,16440,
109000,18211863,0,24961,7,16449,
109000,18211863,0,24961,7,16458,
109000,18211863,0,24961,7,16467,
109000,18211863,0,24961,7,16476,
109000,18211863,0,24961,7,16485,
109000,18211863,0,24961,7,16494,
109000,18211863,0,24961,7,16503,
109000,18211863,0,24961,7,16511,
109000,18211863,0,24961,7,16520,
109000,18211863,0,24961,7,16529,
109000,18211863,0,24961,7,16538,
109000,18211863,0,24961,7,16547,
109000,18211863,0,24961,7,16556,
109000,18211863,0,24961,7,16565,
109000,18211863,0,24961,7,16574,
109000,18211863,0,24961,7,16583,
109000,18211863,0,24961,7,16592,
109000,18211863,0,24961,7,16600,
109000,18211863,0,24961,7,16609,
109000,18211863,0,24961,7,16618,
109000,18211863,0,24961,7,16627,
109000,18211863,0,24961,7,16636,
109000,18211863,0,24961,7,16645,
109000,18211863,0,24961,7,16654,
109000,18211863,0,24961,7,16663,
109000,18211863,0,24961,7,16671,
109000,18211863,0,24961,7,16680,
109000,18211863,0,24961,7,16689,
109000,18211863,0,24961,7,16698,
109000,18211863,0,24961,7,16707,
109000,18211863,0,24961,7,16716,
109000,18211863,0,24961,7,16725,
109000,18211863,0,24961,7,16733,
109000,18211863,0,24961,7,16742,
109000,18211863,0,24961,7,16751,
109000,18211863,0,24961,7,16760,
109000,18211863,0,24961,7,16769,
109000,18211863,0,24961,7,16778,
109000,18211863,0,24961,7,16787,
109000,18211863,0,24961,7,16795,
109000,18211863,0,24961,7,16804,
109000,18211863,0,24961,7,16813,
109000,18211863,0,24961,7,16822,
109000,18211863,0,24961,7,16831,
109000,18211863,0,24961,7,16840,
109000,18211863,0,24961,7,16849,
109000,18211863,0,24961,7,16858,
109000,18211863,0,24961,7,16867,
109000,18211863,0,24961,7,16876,
109000,18211863,0,24961,7,16884,
109000,18211863,0,24961,7,16893,
109000,18211863,0,24961,7,16902,
109000,18211863,0,24961,7,16911,
109000,18211863,0,24961,7,16920,
109000,18211863,0,24961,7,16929,
109000,18211863,0,24961,7,16938,
109000,18211863,0,24961,7,16947,
109000,18211863,0,24961,7,16956,
109000,18211863,0,24961,7,16964,
109000,18211863,0,24961,7,16974,
109000,18211863,0,24961,7,16982,
109000,18211863,0,24961,7,16991,
109000,18211863,0,24961,7,17000,
109000,18211863,0,24961,7,17009,
109000,18211863,0,24961,7,17018,
109000,18211863,0,24961,7,17027,
109000,18211863,0,24961,7,17036,
109000,18211863,0,24961,7,17045,
109000,18211863,0,24961,7,17053,
109000,18211863,0,24961,7,17062,
109000,18211863,0,24961,7,17071,
109000,18211863,0,24961,7,17080,
109000,18211863,0,24961,7,17089,
109000,18211863,0,24961,7,17098,
109000,18211863,0,24961,7,17107,
109000,18211863,0,24961,7,17116,
109000,18211863,0,24961,7,17125,
109000,18211863,0,24961,7,17134,
109000,18211863,0,24961,7,17143,
109000,18211863,0,24961,7,17152,
109000,18211863,0,24961,7,17160,
109000,18211863,0,24961,7,17169,
109000,18211863,0,24961,7,17178,
109000,18211863,0,24961,7,17187,
109000,18211863,0,24961,7,17196,
109000,18211863,0,24961,7,17205,
109000,18211863,0,24961,7,17214,
109000,18211863,0,24961,7,17222,
109000,18211863,0,24961,7,17231,
109000,18211863,0,24961,7,17240,
109000,18211863,0,24961,7,17249,
109000,18211863,0,24961,7,17258,
109000,18211863,0,24961,7,17267,
109000,18211863,0,24961,7,17276,
109000,18211863,0,24961,7,17284,
109000,18211863,0,24961,7,17293,
109000,18211863,0,24961,7,17302,
109000,18211863,0,24961,7,17311,
109000,18211863,0,24961,7,17320,
109000,18211863,0,24961,7,17329,
109000,18211863,0,24961,7,17338,
109000,18211863,0,24961,7,17346,
109000,18211863,0,24961,7,17355,
109000,18211863,0,24961,7,17364,
109000,18211863,0,24961,7,17373,
109000,18211863,0,24961,7,17382,
109000,18211863,0,24961,7,17390,
109000,18211863,0,24961,7,17399,
109000,18211863,0,24961,7,17408,
109000,18211863,0,24961,7,17417,
109000,18211863,0,24961,7,17426,
109000,18211863,0,24961,7,17434,
109000,18211863,0,24961,7,17443,
109000,18211863,0,24961,7,17452,
109000,18211863,0,24961,7,17461,
109000,18211863,0,24961,7,17470,
109000,18211863,0,24961,7,17479,
109000,18211863,0,24961,7,17487,
109000,18211863,0,24961,7,17496,
109000,18211863,0,24961,7,17505,
109000,18211863,0,24961,7,17514,
109000,18211863,0,24961,7,17522,
109000,18211863,0,24961,7,17531,
109000,18211863,0,24961,7,17540,
109000,18211863,0,24961,7,17549,
109000,18211863,0,24961,7,17558,
109000,18211863,0,24961,7,17566,
109000,18211863,0,24961,7,17575,
109000,18211863,0,24961,7,17584,
109000,18211863,0,24961,7,17593,
109000,18211863,0,24961,7,17602,
109000,18211863,0,24961,7,17611,
109000,18211863,0,24961,7,17620,
109000,18211863,0,24961,7,17629,
109000,18211863,0,24961,7,17637,
109000,18211863,0,24961,7,17646,
109000,18211863,0,24961,7,17655,
109000,18211863,0,24961,7,17664,
109000,18211863,0,24961,7,17673,
109000,18211863,0,24961,7,17681,
109000,18211863,0,24961,7,17690,
109000,18211863,0,24961,7,17699,
109000,18211863,0,24961,7,17708,
109000,18211863,0,24961,7,17717,
109000,18211863,0,24961,7,17726,
109000,18211863,0,24961,7,17735,
109000,18211863,0,24961,7,17744,
109000,18211863,0,24961,7,17753,
109000,18211863,0,24961,7,17762,
109000,18211863,0,24961,7,17771,
109000,18211863,0,24961,7,17779,
109000,18211863,0,24961,7,17788,
109000,18211863,0,24961,7,17797,
109000,18211863,0,24961,7,17806,
109000,18211863,0,24961,7,17815,
109000,18211863,0,24961,7,17824,
109000,18211863,0,24961,7,17833,
109000,18211863,0,24961,7,17842,
109000,18211863,0,24961,7,17850,
109000,18211863,0,24961,7,17859,
109000,18211863,0,24961,7,17868,
109000,18211863,0,24961,7,17877,
109000,18211863,0,24961,7,17886,
109000,18211863,0,24961,7,17895,
109000,18211863,0,24961,7,17903,
109000,18211863,0,24961,7,17912,
109000,18211863,0,24961,7,17921,
109000,18211863,0,24961,7,17930,
109000,18211863,0,24961,7,17939,
109000,18211863,0,24961,7,17948,
109000,18211863,0,24961,7,17957,
109000,18211863,0,24961,7,17965,
109000,18211863,0,24961,7,17974,
109000,18211863,0,24961,7,17983,
109000,18211863,0,24961,7,17992,
109000,18211863,0,24961,7,18000,
109000,18211863,0,24961,7,18009,
109000,18211863,0,24961,7,18018,
109000,18211863,0,24961,7,18027,
109000,18211863,0,24961,7,18036,
109000,18211863,0,24961,7,18045,
109000,18211863,0,24961,7,18054,
109000,18211863,0,24961,7,18063,
109000,18211863,0,24961,7,18071,
109000,18211863,0,24961,7,18080,
109000,18211863,0,24961,7,18089,
109000,18211863,0,24961,7,18098,
109000,18211863,0,24961,7,18107,
109000,18211863,0,24961,7,18115,
109000,18211863,0,24961,7,18124,
109000,18211863,0,24961,7,18133,
109000,18211863,0,24961,7,18142,
109000,18211863,0,24961,7,18151,
109000,18211863,0,24961,7,18159,
109000,18211863,0,24961,7,18168,
109000,18211863,0,24961,7,18177,
109000,18211863,0,24961,7,18186,
109000,18211863,0,24961,7,18195,
109000,18211863,0,24961,7,18204,
109000,18211863,0,24961,7,18213,
109000,18211863,0,24961,7,18221,
109000,18211863,0,24961,7,18230,
109000,18211863,0,24961,7,18239,
109000,18211863,0,24961,7,18248,
109000,18211863,0,24961,7,18257,
109000,18211863,0,24961,7,18266,
109000,18211863,0,24961,7,18275,
109000,18211863,0,24961,7,18283,
109000,18211863,0,24961,7,18292,
109000,18211863,0,24961,7,18301,
109000,18211863,0,24961,7,18310,
109000,18211863,0,24961,7,18319,
109000,18211863,0,24961,7,18328,
109000,18211863,0,24961,7,18337,
109000,18211863,0,24961,7,18345,
109000,18211863,0,24961,7,18354,
109000,18211863,0,24961,7,18363,
109000,18211863,0,24961,7,18372,
109000,18211863,0,24961,7,18381,
109000,18211863,0,24961,7,18390,
109000,18211863,0,24961,7,18399,
109000,18211863,0,24961,7,18408,
109000,18211863,0,24961,7,18417,
109000,18211863,0,24961,7,18426,
109000,18211863,0,24961,7,18434,
109000,18211863,0,24961,7,18443,
109000,18211863,0,24961,7,18452,
109000,18211863,0,24961,7,18461,
109000,18211863,0,24961,7,18469,
109000,18211863,0,24961,7,18478,
109000,18211863,0,24961,7,18487,
109000,18211863,0,24961,7,18496,
109000,18211863,0,24961,7,18505,
109000,18211863,0,24961,7,18514,
109000,18211863,0,24961,7,18523,
109000,18211863,0,24961,7,18532,
109000,18211863,0,24961,7,18540,
109000,18211863,0,24961,7,18549,
109000,18211863,0,24961,7,18558,
109000,18211863,0,24961,7,18567,
109000,18211863,0,24961,7,18576,
109000,18211863,0,24961,7,18585,
109000,18211863,0,24961,7,18594,
109000,18211863,0,24961,7,18603,
109000,18211863,0,24961,7,18611,
109000,18211863,0,24961,7,18620,
109000,18211863,0,24961,7,18629,
109000,18211863,0,24961,7,18638,
109000,18211863,0,24961,7,18647,
109000,18211863,0,24961,7,18656,
109000,18211863,0,24961,7,18664,
109000,18211863,0,24961,7,18673,
109000,18211863,0,24961,7,18682,
109000,18211863,0,24961,7,18691,
109000,18211863,0,24961,7,18700,
109000,18211863,0,24961,7,18709,
109000,18211863,0,24961,7,18718,
109000,18211863,0,24961,7,18727,
109000,18211863,0,24961,7,18736,
109000,18211863,0,24961,7,18745,
109000,18211863,0,24961,7,18754,
109000,18211863,0,24961,7,18763,
109000,18211863,0,24961,7,18772,
109000,18211863,0,24961,7,18781,
109000,18211863,0,24961,7,18790,
109000,18211863,0,24961,7,18799,
109000,18211863,0,24961,7,18807,
109000,18211863,0,24961,7,18816,
109000,18211863,0,24961,7,18825,
109000,18211863,0,24961,7,18834,
109000,18211863,0,24961,7,18843,
109000,18211863,0,24961,7,18852,
109000,18211863,0,24961,7,18861,
109000,18211863,0,24961,7,18870,
109000,18211863,0,24961,7,18879,
109000,18211863,0,24961,7,18887,
109000,18211863,0,24961,7,18896,
109000,18211863,0,24961,7,18905,
109000,18211863,0,24961,7,18914,
109000,18211863,0,24961,7,18923,
109000,18211863,0,24961,7,18932,
109000,18211863,0,24961,7,18941,
109000,18211863,0,24961,7,18949,
109000,18211863,0,24961,7,18958,
109000,18211863,0,24961,7,18967,
109000,18211863,0,24961,7,18976,
109000,18211863,0,24961,7,18985,
109000,18211863,0,24961,7,18994,
109000,18211863,0,24961,7,19003,
109000,18211863,0,24961,7,19012,
109000,18211863,0,24961,7,19021,
109000,18211863,0,24961,7,19030,
109000,18211863,0,24961,7,19038,
109000,18211863,0,24961,7,19047,
109000,18211863,0,24961,7,19056,
109000,18211863,0,24961,7,19065,
109000,18211863,0,24961,7,19074,
109000,18211863,0,24961,7,19083,
109000,18211863,0,24961,7,19091,
109000,18211863,0,24961,7,19100,
109000,18211863,0,24961,7,19109,
109000,18211863,0,24961,7,19118,
109000,18211863,0,24961,7,19127,
109000,18211863,0,24961,7,19136,
109000,18211863,0,24961,7,19145,
109000,18211863,0,24961,7,19154,
109000,18211863,0,24961,7,19163,
109000,18211863,0,24961,7,19172,
109000,18211863,0,24961,7,19181,
109000,18211863,0,24961,7,19190,
109000,18211863,0,24961,7,19198,
109000,18211863,0,24961,7,19207,
109000,18211863,0,24961,7,19216,
109000,18211863,0,24961,7,19225,
109000,18211863,0,24961,7,19234,
109000,18211863,0,24961,7,19243,
109000,18211863,0,24961,7,19252,
109000,18211863,0,24961,7,19261,
109000,18211863,0,24961,7,19270,
109000,18211863,0,24961,7,19278,
109000,18211863,0,24961,7,19287,
109000,18211863,0,24961,7,19296,
109000,18211863,0,24961,7,19305,
109000,18211863,0,24961,7,19314,
109000,18211863,0,24961,7,19323,
109000,18211863,0,24961,7,19332,
109000,18211863,0,24961,7,19340,
109000,18211863,0,24961,7,19349,
109000,18211863,0,24961,7,19358,
109000,18211863,0,24961,7,19367,
109000,18211863,0,24961,7,19376,
109000,18211863,0,24961,7,19385,
109000,18211863,0,24961,7,19393,
109000,18211863,0,24961,7,19402,
109000,18211863,0,24961,7,19411,
109000,18211863,0,24961,7,19420,
109000,18211863,0,24961,7,19429,
109000,18211863,0,24961,7,19438,
109000,18211863,0,24961,7,19447,
109000,18211863,0,24961,7,19455,
109000,18211863,0,24961,7,19464,
109000,18211863,0,24961,7,19473,
109000,18211863,0,24961,7,19482,
109000,18211863,0,24961,7,19491,
109000,18211863,0,24961,7,19499,
109000,18211863,0,24961,7,19508,
109000,18211863,0,24961,7,19517,
109000,18211863,0,24961,7,19526,
109000,18211863,0,24961,7,19535,
109000,18211863,0,24961,7,19544,
109000,18211863,0,24961,7,19553,
109000,18211863,0,24961,7,19562,
109000,18211863,0,24961,7,19571,
109000,18211863,0,24961,7,19579,
109000,18211863,0,24961,7,19588,
109000,18211863,0,24961,7,19597,
109000,18211863,0,24961,7,19606,
109000,18211863,0,24961,7,19615,
109000,18211863,0,24961,7,19624,
109000,18211863,0,24961,7,19633,
109000,18211863,0,24961,7,19641,
109000,18211863,0,24961,7,19651,
109000,18211863,0,24961,7,19659,
109000,18211863,0,24961,7,19668,
109000,18211863,0,24961,7,19677,
109000,18211863,0,24961,7,19686,
109000,18211863,0,24961,7,19695,
109000,18211863,0,24961,7,19704,
109000,18211863,0,24961,7,19713,
109000,18211863,0,24961,7,19722,
109000,18211863,0,24961,7,19731,
109000,18211863,0,24961,7,19740,
109000,18211863,0,24961,7,19749,
109000,18211863,0,24961,7,19757,
109000,18211863,0,24961,7,19766,
109000,18211863,0,24961,7,19775,
109000,18211863,0,24961,7,19784,
109000,18211863,0,24961,7,19793,
109000,18211863,0,24961,7,19802,
109000,18211863,0,24961,7,19811,
109000,18211863,0,24961,7,19819,
109000,18211863,0,24961,7,19828,
109000,18211863,0,24961,7,19837,
109000,18211863,0,24961,7,19846,
109000,18211863,0,24961,7,19855,
109000,18211863,0,24961,7,19864,
109000,18211863,0,24961,7,19873,
109000,18211863,0,24961,7,19881,
109000,18211863,0,24961,7,19890,
109000,18211863,0,24961,7,19899,
109000,18211863,0,24961,7,19908,
109000,18211863,0,24961,7,19917,
109000,18211863,0,24961,7,19926,
109000,18211863,0,24961,7,19935,
109000,18211863,0,24961,7,19943,
109000,18211863,0,24961,7,19952,
109000,18211863,0,24961,7,19961,
109000,18211863,0,24961,7,19970,
109000,18211863,0,24961,7,19979,
109000,18211863,0,24961,7,19988,
109000,18211863,0,24961,7,19997,
109000,18211863,0,24961,7,20006,
109000,18211863,0,24961,7,20014,
109000,18211863,0,24961,7,20023,
109000,18211863,0,24961,7,20032,
109000,18211863,0,24961,7,20041,
109000,18211863,0,24961,7,20050,
109000,18211863,0,24961,7,20059,
109000,18211863,0,24961,7,20068,
109000,18211863,0,24961,7,20077,
109000,18211863,0,24961,7,20086,
109000,18211863,0,24961,7,20095,
109000,18211863,0,24961,7,20104,
109000,18211863,0,24961,7,20112,
109000,18211863,0,24961,7,20121,
109000,18211863,0,24961,7,20130,
109000,18211863,0,24961,7,20139,
109000,18211863,0,24961,7,20148,
109000,18211863,0,24961,7,20157,
109000,18211863,0,24961,7,20166,
109000,18211863,0,24961,7,20174,
109000,18211863,0,24961,7,20183,
109000,18211863,0,24961,7,20192,
109000,18211863,0,24961,7,20201,
109000,18211863,0,24961,7,20210,
109000,18211863,0,24961,7,20219,
109000,18211863,0,24961,7,20228,
109000,18211863,0,24961,7,20237,
109000,18211863,0,24961,7,20245,
109000,18211863,0,24961,7,20254,
109000,18211863,0,24961,7,20263,
109000,18211863,0,24961,7,20272,
109000,18211863,0,24961,7,20280,
109000,18211863,0,24961,7,20289,
109000,18211863,0,24961,7,20298,
109000,18211863,0,24961,7,20307,
109000,18211863,0,24961,7,20316,
109000,18211863,0,24961,7,20325,
109000,18211863,0,24961,7,20333,
109000,18211863,0,24961,7,20342,
109000,18211863,0,24961,7,20351,
109000,18211863,0,24961,7,20360,
109000,18211863,0,24961,7,20369,
109000,18211863,0,24961,7,20378,
109000,18211863,0,24961,7,20386,
109000,18211863,0,24961,7,20395,
109000,18211863,0,24961,7,20404,
109000,18211863,0,24961,7,20413,
109000,18211863,0,24961,7,20422,
109000,18211863,0,24961,7,20431,
109000,18211863,0,24961,7,20440,
109000,18211863,0,24961,7,20448,
109000,18211863,0,24961,7,20457,
109000,18211863,0,24961,7,20466,
109000,18211863,0,24961,7,20475,
109000,18211863,0,24961,7,20484,
109000,18211863,0,24961,7,20493,
109000,18211863,0,24961,7,20501,
109000,18211863,0,24961,7,20510,
109000,18211863,0,24961,7,20519,
109000,18211863,0,24961,7,20528,
109000,18211863,0,24961,7,20537,
109000,18211863,0,24961,7,20546,
109000,18211863,0,24961,7,20555,
109000,18211863,0,24961,7,20563,
109000,18211863,0,24961,7,20572,
109000,18211863,0,24961,7,20581,
109000,18211863,0,24961,7,20590,
109000,18211863,0,24961,7,20599,
109000,18211863,0,24961,7,20608,
109000,18211863,0,24961,7,20617,
109000,18211863,0,24961,7,20625,
109000,18211863,0,24961,7,20634,
109000,18211863,0,24961,7,20643,
109000,18211863,0,24961,7,20652,
109000,18211863,0,24961,7,20661,
109000,18211863,0,24961,7,20670,
109000,18211863,0,24961,7,20679,
109000,18211863,0,24961,7,20688,
109000,18211863,0,24961,7,20697,
109000,18211863,0,24961,7,20706,
109000,18211863,0,24961,7,20714,
109000,18211863,0,24961,7,20723,
109000,18211863,0,24961,7,20732,
109000,18211863,0,24961,7,20741,
109000,18211863,0,24961,7,20750,
109000,18211863,0,24961,7,20759,
109000,18211863,0,24961,7,20768,
109000,18211863,0,24961,7,20776,
109000,18211863,0,24961,7,20785,
109000,18211863,0,24961,7,20794,
109000,18211863,0,24961,7,20803,
109000,18211863,0,24961,7,20812,
109000,18211863,0,24961,7,20821,
109000,18211863,0,24961,7,20830,
109000,18211863,0,24961,7,20839,
109000,18211863,0,24961,7,20847,
109000,18211863,0,24961,7,20856,
109000,18211863,0,24961,7,20865,
109000,18211863,0,24961,7,20874,
109000,18211863,0,24961,7,20883,
109000,18211863,0,24961,7,20892,
109000,18211863,0,24961,7,20900,
109000,18211863,0,24961,7,20909,
109000,18211863,0,24961,7,20918,
109000,18211863,0,24961,7,20927,
109000,18211863,0,24961,7,20936,
109000,18211863,0,24961,7,20944,
109000,18211863,0,24961,7,20953,
109000,18211863,0,24961,7,20962,
109000,18211863,0,24961,7,20971,
109000,18211863,0,24961,7,20980,
109000,18211863,0,24961,7,20988,
109000,18211863,0,24961,7,20997,
109000,18211863,0,24961,7,21006,
109000,18211863,0,24961,7,21015,
109000,18211863,0,24961,7,21024,
109000,18211863,0,24961,7,21033,
109000,18211863,0,24961,7,21042,
109000,18211863,0,24961,7,21050,
109000,18211863,0,24961,7,21059,
109000,18211863,0,24961,7,21068,
109000,18211863,0,24961,7,21077,
109000,18211863,0,24961,7,21086,
109000,18211863,0,24961,7,21095,
109000,18211863,0,24961,7,21103,
109000,18211863,0,24961,7,21112,
109000,18211863,0,24961,7,21121,
109000,18211863,0,24961,7,21130,
109000,18211863,0,24961,7,21138,
109000,18211863,0,24961,7,21147,
109000,18211863,0,24961,7,21156,
109000,18211863,0,24961,7,21165,
109000,18211863,0,24961,7,21174,
109000,18211863,0,24961,7,21182,
109000,18211863,0,24961,7,21191,
109000,18211863,0,24961,7,21200,
109000,18211863,0,24961,7,21209,
109000,18211863,0,24961,7,21217,
109000,18211863,0,24961,7,21226,
109000,18211863,0,24961,7,21235,
109000,18211863,0,24961,7,21244,
109000,18211863,0,24961,7,21253,
109000,18211863,0,24961,7,21261,
109000,18211863,0,24961,7,21270,
109000,18211863,0,24961,7,21279,
109000,18211863,0,24961,7,21288,
109000,18211863,0,24961,7,21297,
109000,18211863,0,24961,7,21306,
109000,18211863,0,24961,7,21315,
109000,18211863,0,24961,7,21323,
109000,18211863,0,24961,7,21332,
109000,18211863,0,24961,7,21341,
109000,18211863,0,24961,7,21349,
109000,18211863,0,24961,7,21358,
109000,18211863,0,24961,7,21367,
109000,18211863,0,24961,7,21376,
109000,18211863,0,24961,7,21385,
109000,18211863,0,24961,7,21394,
109000,18211863,0,24961,7,21403,
109000,18211863,0,24961,7,21412,
109000,18211863,0,24961,7,21421,
109000,18211863,0,24961,7,21429,
109000,18211863,0,24961,7,21438,
109000,18211863,0,24961,7,21447,
109000,18211863,0,24961,7,21456,
109000,18211863,0,24961,7,21465,
109000,18211863,0,24961,7,21474,
109000,18211863,0,24961,7,21482,
109000,18211863,0,24961,7,21491,
109000,18211863,0,24961,7,21500,
109000,18211863,0,24961,7,21509,
109000,18211863,0,24961,7,21518,
109000,18211863,0,24961,7,21527,
109000,18211863,0,24961,7,21535,
109000,18211863,0,24961,7,21544,
109000,18211863,0,24961,7,21553,
109000,18211863,0,24961,7,21561,
109000,18211863,0,24961,7,21570,
109000,18211863,0,24961,7,21579,
109000,18211863,0,24961,7,21588,
109000,18211863,0,24961,7,21597,
109000,18211863,0,24961,7,21605,
109000,18211863,0,24961,7,21614,
109000,18211863,0,24961,7,21623,
109000,18211863,0,24961,7,21632,
109000,18211863,0,24961,7,21640,
109000,18211863,0,24961,7,21649,
109000,18211863,0,24961,7,21658,
109000,18211863,0,24961,7,21667,
109000,18211863,0,24961,7,21676,
109000,18211863,0,24961,7,21685,
109000,18211863,0,24961,7,21694,
109000,18211863,0,24961,7,21703,
109000,18211863,0,24961,7,21711,
109000,18211863,0,24961,7,21720,
109000,18211863,0,24961,7,21729,
109000,18211863,0,24961,7,21738,
109000,18211863,0,24961,7,21747,
109000,18211863,0,24961,7,21755,
109000,18211863,0,24961,7,21764,
109000,18211863,0,24961,7,21773,
109000,18211863,0,24961,7,21782,
109000,18211863,0,24961,7,21791,
109000,18211863,0,24961,7,21800,
109000,18211863,0,24961,7,21808,
109000,18211863,0,24961,7,21817,
109000,18211863,0,24961,7,21826,
109000,18211863,0,24961,7,21835,
109000,18211863,0,24961,7,21844,
109000,18211863,0,24961,7,21853,
109000,18211863,0,24961,7,21862,
109000,18211863,0,24961,7,21871,
109000,18211863,0,24961,7,21879,
109000,18211863,0,24961,7,21888,
109000,18211863,0,24961,7,21897,
109000,18211863,0,24961,7,21906,
109000,18211863,0,24961,7,21915,
109000,18211863,0,24961,7,21924,
109000,18211863,0,24961,7,21932,
109000,18211863,0,24961,7,21941,
109000,18211863,0,24961,7,21950,
109000,18211863,0,24961,7,21959,
109000,18211863,0,24961,7,21968,
109000,18211863,0,24961,7,21977,
109000,18211863,0,24961,7,21985,
109000,18211863,0,24961,7,21994,
109000,18211863,0,24961,7,22003,
