files,chunks,candidates,clones,statusUpdates,timestamp
109000,12009900,0,0,3,2133,
109000,12066600,0,0,3,2141,
109000,12113800,0,0,3,2148,
109000,12144900,0,0,3,2156,
109000,12207400,0,0,3,2163,
109000,12272700,0,0,3,2171,
109000,12323600,0,0,3,2179,
109000,12378400,0,0,3,2186,
109000,12451000,0,0,3,2194,
109000,12504900,0,0,3,2202,
109000,12567700,0,0,3,2209,
109000,12648100,0,0,3,2217,
109000,12726700,0,0,3,2225,
109000,12794900,0,0,3,2233,
109000,12872600,0,0,3,2240,
109000,12907900,0,0,3,2248,
109000,12941100,0,0,3,2256,
109000,13015000,0,0,3,2264,
109000,13072700,0,0,3,2271,
109000,13090800,0,0,3,2279,
109000,13114800,0,0,3,2287,
109000,13178500,0,0,3,2295,
109000,13246100,0,0,3,2302,
109000,13329200,0,0,3,2310,
109000,13408200,0,0,3,2318,
109000,13473200,0,0,3,2326,
109000,13549100,0,0,3,2334,
109000,13618100,0,0,3,2342,
109000,13669800,0,0,3,2350,
109000,13743700,0,0,3,2358,
109000,13806700,0,0,3,2366,
109000,13879800,0,0,3,2374,
109000,13943500,0,0,3,2382,
109000,14007600,0,0,3,2390,
109000,14056000,0,0,3,2398,
109000,14134000,0,0,3,2406,
109000,14210100,0,0,3,2414,
109000,14266700,0,0,3,2422,
109000,14343600,0,0,3,2430,
109000,14412000,0,0,3,2438,
109000,14483600,0,0,3,2447,
109000,14555700,0,0,3,2455,
109000,14624900,0,0,3,2463,
109000,14705500,0,0,3,2471,
109000,14787100,0,0,3,2479,
109000,14860600,0,0,3,2487,
109000,14908500,0,0,3,2495,
109000,14942100,0,0,3,2504,
109000,15011700,0,0,3,2512,
109000,15094100,0,0,3,2520,
109000,15165900,0,0,3,2528,
109000,15237700,0,0,3,2537,
109000,15294300,0,0,3,2545,
109000,15375500,0,0,3,2553,
109000,15441100,0,0,3,2562,
109000,15503700,0,0,3,2570,
109000,15552800,0,0,3,2578,
109000,15604100,0,0,3,2587,
109000,15669300,0,0,3,2595,
109000,15730600,0,0,3,2604,
109000,15784900,0,0,3,2612,
109000,15829400,0,0,3,2620,
109000,15831800,0,0,3,2629,
109000,15834100,0,0,3,2637,
109000,15836500,0,0,3,2645,
109000,15864100,0,0,3,2654,
109000,15958900,0,0,3,2662,
109000,16042600,0,0,3,2671,
109000,16078500,0,0,3,2679,
109000,16117400,0,0,3,2688,
109000,16133800,0,0,3,2696,
109000,16184700,0,0,3,2704,
109000,16264200,0,0,3,2713,
109000,16308500,0,0,3,2721,
109000,16392100,0,0,3,2730,
109000,16442200,0,0,3,2738,
109000,16521400,0,0,3,2747,
109000,16606000,0,0,3,2755,
109000,16680200,0,0,3,2764,
109000,16730500,0,0,3,2773,
109000,16800300,0,0,3,2781,
109000,16823300,0,0,3,2790,
109000,16859300,0,0,3,2799,
109000,16907900,0,0,3,2807,
109000,16961400,0,0,3,2816,
109000,16961400,0,0,3,2825,
109000,16961400,0,0,3,2834,
109000,16994000,0,0,3,2842,
109000,17049400,0,0,3,2851,
109000,17088900,0,0,3,2860,
109000,17110800,0,0,3,2869,
109000,17162000,0,0,3,2878,
109000,17246900,0,0,3,2886,
109000,17330700,0,0,3,2895,
109000,17388000,0,0,3,2904,
109000,17428000,0,0,3,2913,
109000,17465700,0,0,3,2922,
109000,17519000,0,0,3,2931,
109000,17569500,0,0,3,2940,
109000,17583100,0,0,3,2949,
109000,17614100,0,0,3,2958,
109000,17640700,0,0,3,2967,
109000,17671400,0,0,3,2975,
109000,17713400,0,0,3,2984,
109000,17745000,0,0,3,2993,
109000,17823800,0,0,3,3002,
109000,17882900,0,0,3,3011,
109000,17918300,0,0,3,3020,
109000,17950500,0,0,3,3029,
109000,17959400,0,0,3,3039,
109000,17959400,0,0,3,3048,
109000,17959400,0,0,3,3057,
109000,17972600,0,0,3,3066,
109000,18004500,0,0,3,3075,
109000,18059800,0,0,3,3084,
109000,18064400,0,0,3,3093,
109000,18100200,0,0,3,3102,
109000,18127800,0,0,3,3112,
109000,18162900,0,0,3,3121,
109000,18194000,0,0,3,3130,
109000,18211863,0,0,4,3139,
109000,18211863,0,0,4,3149,
109000,18211863,0,0,4,3159,
109000,18211863,0,0,4,3170,
109000,18211863,0,0,4,3180,
109000,18211863,0,0,4,3191,
109000,18211863,0,0,4,3203,
109000,18211863,0,0,4,3214,
109000,18211863,0,0,4,3223,
109000,18211863,0,0,4,3233,
109000,18211863,0,0,4,3243,
109000,18211863,0,0,4,3253,
109000,18211863,0,0,4,3264,
109000,18211863,0,0,4,3274,
109000,18211863,0,0,4,3285,
109000,18211863,0,0,4,3295,
109000,18211863,0,0,4,3305,
109000,18211863,0,0,4,3315,
109000,18211863,0,0,4,3327,
109000,18211863,0,0,4,3337,
109000,18211863,0,0,4,3347,
109000,18211863,0,0,4,3358,
109000,18211863,0,0,4,3368,
109000,18211863,0,0,4,3378,
109000,18211863,0,0,4,3388,
109000,18211863,0,0,4,3399,
109000,18211863,0,0,4,3410,
109000,18211863,0,0,4,3421,
109000,18211863,0,0,4,3431,
109000,18211863,0,0,4,3442,
109000,18211863,0,0,4,3453,
109000,18211863,0,0,4,3463,
109000,18211863,0,0,4,3474,
109000,18211863,0,0,4,3484,
109000,18211863,0,0,4,3495,
109000,18211863,0,0,4,3505,
109000,18211863,0,0,4,3516,
109000,18211863,0,0,4,3527,
109000,18211863,0,0,4,3537,
109000,18211863,0,0,4,3547,
109000,18211863,0,0,4,3557,
109000,18211863,0,0,4,3568,
109000,18211863,0,0,4,3578,
109000,18211863,0,0,4,3588,
109000,18211863,0,0,4,3599,
109000,18211863,0,0,4,3610,
109000,18211863,0,0,4,3622,
109000,18211863,0,0,4,3633,
109000,18211863,0,0,4,3644,
109000,18211863,0,0,4,3654,
109000,18211863,0,0,4,3665,
109000,18211863,0,0,4,3675,
109000,18211863,0,0,4,3685,
109000,18211863,0,0,4,3696,
109000,18211863,0,0,4,3706,
109000,18211863,0,0,4,3716,
109000,18211863,0,0,4,3727,
109000,18211863,0,0,4,3737,
109000,18211863,0,0,4,3748,
109000,18211863,0,0,4,3759,
109000,18211863,0,0,4,3770,
109000,18211863,0,0,4,3780,
109000,18211863,0,0,4,3790,
109000,18211863,0,0,4,3800,
109000,18211863,0,0,4,3811,
109000,18211863,0,0,4,3822,
109000,18211863,0,0,4,3834,
109000,18211863,0,0,4,3845,
109000,18211863,0,0,4,3855,
109000,18211863,0,0,4,3865,
109000,18211863,0,0,4,3875,
109000,18211863,0,0,4,3886,
109000,18211863,0,0,4,3897,
109000,18211863,0,0,4,3908,
109000,18211863,0,0,4,3920,
109000,18211863,0,0,4,3930,
109000,18211863,0,0,4,3940,
109000,18211863,0,0,4,3950,
109000,18211863,0,0,4,3959,
109000,18211863,0,0,4,3969,
109000,18211863,0,0,4,3979,
109000,18211863,0,0,4,3988,
109000,18211863,0,0,4,3998,
109000,18211863,0,0,4,4008,
109000,18211863,0,0,4,4017,
109000,18211863,0,0,4,4027,
109000,18211863,0,0,4,4037,
109000,18211863,0,0,4,4046,
109000,18211863,585553,0,6,4056,
109000,18211863,584840,0,6,4066,
109000,18211863,584408,3,6,4075,
109000,18211863,583773,4,6,4085,
109000,18211863,583420,9,6,4095,
109000,18211863,583039,11,6,4105,
109000,18211863,582628,13,6,4115,
109000,18211863,581939,13,6,4124,
109000,18211863,581576,13,6,4134,
109000,18211863,581238,14,6,4143,
109000,18211863,580815,16,6,4153,
109000,18211863,580432,16,6,4162,
109000,18211863,580035,21,6,4172,
109000,18211863,579769,25,6,4181,
109000,18211863,579475,28,6,4191,
109000,18211863,579115,28,6,4200,
109000,18211863,578855,31,6,4209,
109000,18211863,578678,37,6,4219,
109000,18211863,578165,38,6,4228,
109000,18211863,577804,38,6,4238,
109000,18211863,577443,38,6,4247,
109000,18211863,577063,38,6,4256,
109000,18211863,576683,38,6,4266,
109000,18211863,576262,39,6,4275,
109000,18211863,575999,43,6,4285,
109000,18211863,575451,45,6,4294,
109000,18211863,574808,46,6,4304,
109000,18211863,574086,46,6,4313,
109000,18211863,573368,46,6,4322,
109000,18211863,572910,46,6,4332,
109000,18211863,572540,48,6,4341,
109000,18211863,572154,49,6,4350,
109000,18211863,571960,55,6,4360,
109000,18211863,571289,55,6,4370,
109000,18211863,570948,56,6,4379,
109000,18211863,570599,59,6,4388,
109000,18211863,570251,62,6,4397,
109000,18211863,569801,65,6,4407,
109000,18211863,569358,67,6,4416,
109000,18211863,568863,68,6,4426,
109000,18211863,568145,68,6,4435,
109000,18211863,567754,68,6,4444,
109000,18211863,567388,68,6,4454,
109000,18211863,567027,68,6,4464,
109000,18211863,566650,68,6,4473,
109000,18211863,566399,72,6,4482,
109000,18211863,565768,72,6,4492,
109000,18211863,565376,73,6,4501,
109000,18211863,564737,74,6,4511,
109000,18211863,564245,74,6,4520,
109000,18211863,563846,74,6,4529,
109000,18211863,563447,74,6,4539,
109000,18211863,563110,75,6,4549,
109000,18211863,562622,77,6,4558,
109000,18211863,562019,79,6,4568,
109000,18211863,561631,79,6,4577,
109000,18211863,561251,79,6,4587,
109000,18211863,560859,79,6,4596,
109000,18211863,560472,79,6,4606,
109000,18211863,559955,81,6,4615,
109000,18211863,559365,82,6,4625,
109000,18211863,558708,83,6,4635,
109000,18211863,558314,85,6,4644,
109000,18211863,557933,87,6,4654,
109000,18211863,557543,89,6,4663,
109000,18211863,557252,93,6,4673,
109000,18211863,556983,97,6,4682,
109000,18211863,556568,101,6,4692,
109000,18211863,556158,103,6,4701,
109000,18211863,555921,108,6,4711,
109000,18211863,555467,109,6,4720,
109000,18211863,554995,112,6,4729,
109000,18211863,554427,113,6,4739,
109000,18211863,554060,113,6,4748,
109000,18211863,553633,114,6,4757,
109000,18211863,553234,114,6,4767,
109000,18211863,552835,114,6,4776,
109000,18211863,552312,115,6,4786,
109000,18211863,551918,115,6,4795,
109000,18211863,551512,118,6,4805,
109000,18211863,551114,118,6,4814,
109000,18211863,550734,118,6,4823,
109000,18211863,550352,118,6,4832,
109000,18211863,549951,119,6,4842,
109000,18211863,549550,120,6,4851,
109000,18211863,549041,122,6,4861,
109000,18211863,548457,124,6,4870,
109000,18211863,548035,125,6,4880,
109000,18211863,547636,125,6,4889,
109000,18211863,547427,131,6,4899,
109000,18211863,546686,131,6,4908,
109000,18211863,546039,131,6,4917,
109000,18211863,545657,131,6,4927,
109000,18211863,545448,138,6,4937,
109000,18211863,545048,143,6,4946,
109000,18211863,544577,145,6,4956,
109000,18211863,544279,148,6,4965,
109000,18211863,543826,153,6,4974,
109000,18211863,543170,154,6,4984,
109000,18211863,542529,155,6,4993,
109000,18211863,542176,157,6,5003,
109000,18211863,541644,160,6,5012,
109000,18211863,541115,160,6,5022,
109000,18211863,540711,160,6,5031,
109000,18211863,540317,160,6,5041,
109000,18211863,539866,162,6,5050,
109000,18211863,539467,162,6,5059,
109000,18211863,539064,163,6,5069,
109000,18211863,538661,165,6,5078,
109000,18211863,538289,166,6,5088,
109000,18211863,537773,168,6,5097,
109000,18211863,537101,169,6,5107,
109000,18211863,536703,172,6,5116,
109000,18211863,536154,173,6,5126,
109000,18211863,535638,174,6,5135,
109000,18211863,535241,174,6,5145,
109000,18211863,534915,179,6,5154,
109000,18211863,534155,179,6,5163,
109000,18211863,533357,179,6,5173,
109000,18211863,532783,179,6,5182,
109000,18211863,532368,179,6,5191,
109000,18211863,532180,185,6,5201,
109000,18211863,531653,187,6,5211,
109000,18211863,531060,188,6,5220,
109000,18211863,530575,190,6,5229,
109000,18211863,530161,190,6,5238,
109000,18211863,529809,193,6,5248,
109000,18211863,529185,193,6,5257,
109000,18211863,528778,193,6,5267,
109000,18211863,528383,195,6,5276,
109000,18211863,527914,198,6,5285,
109000,18211863,527570,204,6,5295,
109000,18211863,527101,204,6,5304,
109000,18211863,526710,206,6,5313,
109000,18211863,526033,207,6,5322,
109000,18211863,525735,211,6,5332,
109000,18211863,525153,212,6,5341,
109000,18211863,524744,212,6,5350,
109000,18211863,524326,212,6,5360,
109000,18211863,523938,215,6,5369,
109000,18211863,523518,219,6,5378,
109000,18211863,522741,219,6,5387,
109000,18211863,522002,219,6,5397,
109000,18211863,521596,219,6,5406,
109000,18211863,521258,221,6,5415,
109000,18211863,520919,226,6,5425,
109000,18211863,520314,228,6,5434,
109000,18211863,519661,228,6,5443,
109000,18211863,519357,233,6,5453,
109000,18211863,519017,237,6,5462,
109000,18211863,518620,238,6,5471,
109000,18211863,518239,241,6,5481,
109000,18211863,517762,246,6,5490,
109000,18211863,517274,248,6,5499,
109000,18211863,516915,254,6,5508,
109000,18211863,516521,257,6,5518,
109000,18211863,516113,258,6,5527,
109000,18211863,515708,258,6,5537,
109000,18211863,515287,261,6,5546,
109000,18211863,514833,264,6,5555,
109000,18211863,514182,265,6,5564,
109000,18211863,513783,265,6,5574,
109000,18211863,513365,265,6,5583,
109000,18211863,512966,265,6,5593,
109000,18211863,512585,267,6,5602,
109000,18211863,512113,270,6,5612,
109000,18211863,511704,270,6,5621,
109000,18211863,511191,271,6,5630,
109000,18211863,510778,272,6,5640,
109000,18211863,510322,274,6,5649,
109000,18211863,509923,274,6,5659,
109000,18211863,509525,275,6,5668,
109000,18211863,509120,275,6,5677,
109000,18211863,508714,275,6,5686,
109000,18211863,508284,275,6,5696,
109000,18211863,507724,278,6,5705,
109000,18211863,507129,279,6,5715,
109000,18211863,506729,281,6,5724,
109000,18211863,506278,285,6,5733,
109000,18211863,505750,288,6,5743,
109000,18211863,505188,289,6,5752,
109000,18211863,504897,294,6,5761,
109000,18211863,504393,294,6,5770,
109000,18211863,504041,299,6,5780,
109000,18211863,503623,299,6,5789,
109000,18211863,503247,300,6,5798,
109000,18211863,502765,302,6,5808,
109000,18211863,502357,306,6,5817,
109000,18211863,501901,309,6,5827,
109000,18211863,501379,312,6,5836,
109000,18211863,500964,312,6,5845,
109000,18211863,500543,312,6,5855,
109000,18211863,500107,312,6,5864,
109000,18211863,499711,313,6,5873,
109000,18211863,499234,317,6,5883,
109000,18211863,498600,317,6,5892,
109000,18211863,498163,317,6,5901,
109000,18211863,497829,321,6,5911,
109000,18211863,497184,323,6,5920,
109000,18211863,496629,325,6,5929,
109000,18211863,496192,325,6,5939,
109000,18211863,495724,326,6,5948,
109000,18211863,495335,331,6,5957,
109000,18211863,494942,335,6,5967,
109000,18211863,494497,335,6,5976,
109000,18211863,493998,339,6,5986,
109000,18211863,493649,343,6,5995,
109000,18211863,493347,348,6,6005,
109000,18211863,492991,354,6,6014,
109000,18211863,492277,355,6,6023,
109000,18211863,491973,360,6,6033,
109000,18211863,491432,362,6,6042,
109000,18211863,490825,364,6,6051,
109000,18211863,490345,365,6,6061,
109000,18211863,489944,367,6,6070,
109000,18211863,489140,368,6,6080,
109000,18211863,488687,368,6,6089,
109000,18211863,488193,371,6,6098,
109000,18211863,487771,375,6,6108,
109000,18211863,487202,376,6,6117,
109000,18211863,486622,378,6,6127,
109000,18211863,486114,382,6,6136,
109000,18211863,485537,384,6,6145,
109000,18211863,485105,387,6,6155,
109000,18211863,484601,387,6,6164,
109000,18211863,484174,388,6,6173,
109000,18211863,483747,389,6,6183,
109000,18211863,483359,392,6,6192,
109000,18211863,482975,398,6,6201,
109000,18211863,482426,402,6,6211,
109000,18211863,481659,403,6,6220,
109000,18211863,481194,404,6,6230,
109000,18211863,480583,405,6,6239,
109000,18211863,480021,405,6,6248,
109000,18211863,479583,407,6,6258,
109000,18211863,479171,411,6,6267,
109000,18211863,478738,414,6,6276,
109000,18211863,478374,419,6,6286,
109000,18211863,477994,424,6,6295,
109000,18211863,477533,429,6,6305,
109000,18211863,477036,429,6,6314,
109000,18211863,476633,432,6,6324,
109000,18211863,476130,434,6,6333,
109000,18211863,475732,438,6,6342,
109000,18211863,475355,442,6,6352,
109000,18211863,474897,446,6,6361,
109000,18211863,474445,450,6,6370,
109000,18211863,473964,452,6,6380,
109000,18211863,473551,455,6,6389,
109000,18211863,473136,460,6,6398,
109000,18211863,472588,463,6,6408,
109000,18211863,472070,466,6,6417,
109000,18211863,471628,470,6,6427,
109000,18211863,471244,475,6,6436,
109000,18211863,470673,477,6,6445,
109000,18211863,470217,477,6,6454,
109000,18211863,469735,482,6,6464,
109000,18211863,469036,483,6,6473,
109000,18211863,468622,487,6,6482,
109000,18211863,468251,491,6,6492,
109000,18211863,467742,494,6,6501,
109000,18211863,467143,495,6,6510,
109000,18211863,466610,496,6,6520,
109000,18211863,466142,498,6,6529,
109000,18211863,465791,503,6,6538,
109000,18211863,465117,504,6,6548,
109000,18211863,464643,506,6,6557,
109000,18211863,464320,511,6,6567,
